"Data Source","World Development Indicators",

"Last Updated Date","2016-08-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380","2380","2440","2380","2400","2340","2400","2580","2680","2730","2840","2860","3040","3140","3200","3160","3330","3390","3540","3670","3700","3600","",
"Gabon","GAB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11300","12070","11290","11510","12240","12560","12910","13530","14110","12630","11920","12580","12960","12930","12440","13860","12970","13550","13180","13380","13900","14750","16130","16990","18490","18810",
"United Kingdom","GBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16590","16920","17530","18370","19780","20690","21950","23570","24720","25250","27630","29130","30590","31720","33700","35470","37320","37920","37910","36490","36350","37050","37590","38730","39490","40550",
"Georgia","GEO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5180","4190","2330","1660","1530","1600","1900","2310","2470","2600","2690","2830","3030","3470","3870","4410","5100","5850","6080","5990","6390","7100","7950","8380","9120","9410",
"Ghana","GHA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220","1290","1330","1390","1420","1480","1530","1590","1640","1700","1750","1830","1890","1980","2090","2250","2420","2530","2740","2830","2970","3320","3540","3860","3910","4070",
"Gibraltar","GIB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","690","700","720","730","750","770","790","810","850","880","910","970","920","950","970","970","1020","1030","1020","1040","1080","1130","1140","1140","1120",
"Gambia, The","GMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","980","1010","1030","1030","1030","1050","1080","1090","1140","1190","1240","1170","1250","1330","1310","1310","1350","1440","1540","1610","1510","1570","1610","1580","",
"Guinea-Bissau","GNB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930","960","980","1000","1030","1070","1190","1280","900","900","980","1000","1000","1010","1040","1100","1150","1190","1220","1240","1300","1420","1380","1380","1400","1450",
"Equatorial Guinea","GNQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730","740","1000","1080","1040","1090","1740","4640","5020","6620","5970","6010","7970","7330","9080","16030","25990","28720","28100","19340","17120","20700","22320","19550","17730","16450",
"Greece","GRC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13520","14290","14650","14620","15160","15730","16260","17190","17690","18030","19390","21030","22680","23700","25090","25400","27700","28540","30190","29920","28410","26000","26550","27050","26890","26790",
"Grenada","GRD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4570","4950","5030","4900","5110","5220","5480","5790","6140","6850","7150","7040","7310","8160","8100","10160","10020","10730","11040","10020","10390","10770","10770","11250","12020","12520",
"Greenland","GRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3270","3450","3610","3750","3880","4060","4140","4290","4470","4590","4740","4880","4980","5080","5230","5450","5750","6130","6310","6220","6340","6560","6800","7050","7280","7510",
"Guam","GUM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1310","1480","1750","2140","2490","2720","3010","3150","3130","3310","3360","3470","3590","3660","3590","3980","4430","4900","5150","5340","5700","6060","6520","6960","7170","7520",
"High income","HIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17973.0322496937","18742.5566924412","19486.8941169905","20072.5854724638","21041.8490001867","21989.2543735863","23008.4454699538","24150.8490282642","25009.6307365239","26027.5524025856","27713.4824755078","28682.5079974308","29485.229661929","30452.5369083556","32191.4612776783","33936.3937335468","36306.5739873807","37911.4135661882","38663.2415194639","37718.33135878","39150.9585773595","40735.3563744514","42054.5910312155","43228.3382007","44080.9149493779","44991.2939267129",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16950","18260","19650","21790","23020","23720","23630","25220","24130","25210","27180","28160","28470","30560","33720","36630","40880","44670","47440","45250","48130","51450","52020","54480","56770","57650",
"Honduras","HND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1960","2050","2260","2230","2280","2350","2500","2560","2520","2670","2740","2820","2930","3110","3360","3620","3940","4130","4030","4050","4200","4310","4430","4590","4740",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","866.655995921138","873.941460435395","874.676253917587","886.270006768548","888.224139253683","918.75936166178","974.004080692617","1013.03996979869","1036.22068437169","1054.22005226243","1074.96489903686","1108.7561253452","1136.73865822906","1176.15686547812","1238.91628328229","1328.24108146055","1419.56094394485","1515.4587384216","1598.6781120371","1647.74480804649","1710.30209616354","1791.64817530456","1876.70207815503","1965.23821032772","2051.17657978622","2126.19573225745",
"Croatia","HRV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8100","9100","9710","10140","9890","10850","11580","12540","13200","14410","15210","16620","18540","19900","18770","18450","20010","20390","21000","20930","21730",
"Haiti","HTI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1370","1420","1440","1510","1530","1560","1480","1570","1630","1690","1740","1760",
"Hungary","HUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8260","8660","8850","9090","9560","10220","10620","11500","12980","14170","14940","15590","16380","17700","18060","19540","19910","20570","21500","21730","23350","23950","24630",
"IBRD only","IBD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2741.8532600592","2823.15243595411","2907.66278349916","3100.39907252421","3228.88678159351","3373.67998712493","3573.92367778899","3769.15668053304","3867.20604024833","4020.90923242322","4307.30644727046","4517.20772522046","4733.65394294819","5083.17533594387","5580.90164456917","6143.89019922106","6884.8811958475","7657.43109782605","8284.49724090606","8537.57962803025","9236.57078456379","9961.77712657333","10566.934850883","11044.747618172","11711.0289131221","12178.2065306763",
"IDA & IBRD total","IBT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2413.97246500516","2481.08799128963","2549.33200468213","2700.42533857372","2803.7890665357","2925.8897176707","3091.98544684381","3249.39933958747","3327.96956136713","3451.77433706499","3682.1880427467","3853.82478651851","4026.2669230478","4309.21873624114","4725.84907869742","5180.10208340182","5781.96909704426","6392.05311124004","6883.3266143097","7080.4623437945","7625.24101398798","8183.88427032268","8655.45088634108","9029.46659354688","9547.51735134947","9904.63030089903",
"IDA total","IDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1225.55443704266","1254.04126509817","1277.6218423184","1294.06112508129","1324.68559336768","1385.14286104045","1450.91046418864","1496.31247552725","1527.52265061109","1569.90673713766","1631.1494595285","1701.36845353955","1756.2034610557","1852.7904216889","2044.55603579332","2190.28765859575","2398.08700692271","2550.67776963499","2676.92137942391","2758.67041883803","2902.99113057659","3036.50090326277","3190.04900994142","3340.97349281661","3517.84787023914","3647.85710728647",
"IDA blend","IDB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1726.34403627781","1774.74364489459","1824.56206329036","1840.92948835509","1901.27722037303","1998.37868402387","2095.32939582081","2153.98536680213","2189.51044328089","2255.76521473161","2356.25404256096","2463.76034974152","2557.05366942677","2733.75641651299","3113.33815887524","3328.11307182091","3692.5030458819","3899.16352781661","4078.2318155712","4193.24053369327","4450.26824702026","4677.56482253406","4913.93588589562","5141.31205789897","5444.08355936934","5648.38318390985",
"Indonesia","IDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2760","2770","3020","3590","3920","4260","4610","4830","4070","4020","4190","4300","4440","5110","5400","5790","6260","6750","7240","7540","8070","8610","9180","9710","10200","10680",
"IDA only","IDX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912.360212058276","929.292044091731","937.333973021304","956.848314630981","969.840926931748","1009.17935285059","1057.8876339341","1097.92776952993","1129.35135228718","1159.04871545121","1199.24369925871","1249.75847920061","1284.0633350613","1334.61355145325","1413.81658005367","1522.89052755111","1640.17517136011","1765.752487856","1865.03323360971","1930.82084284761","2011.30565121396","2092.66499859448","2202.19725809363","2313.22627838117","2420.27506126373","2511.92785092094",
"Isle of Man","IMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130","1160","1220","1290","1380","1480","1600","1660","1750","1900","1980","2090","2170","2340","2560","2840","3150","3470","3620","3900","4270","4590","4860","5200","5610","6020",
"Not classified","INX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12430","13070","13550","14230","15380","16840","18350","19970","21980","23130","25810","27130","28870","31060","32920","35120","38740","40610","38220","35190","36700","37620","38120","40630","42760","46410",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6600","7520","7830","7830","7670","8060","8380","8580","8770","8790","9430","9740","10580","11570","12220","12990","14020","15570","15850","16100","17170","17950","16900","16620","17400","",
"Iraq","IRQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7330","2650","3510","4600","4730","4780","5240","6180","8160","9410","9590","9740","8860","6000","9250","9840","10880","11080","12340","12200","12560","13190","14890","15470","14870","14850",
"Iceland","ISL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21050","21610","21180","21700","22610","23050","24120","26000","27680","28590","28730","30340","31940","31250","33480","34540","34570","37040","33030","32530","32420","34540","36350","41800","43210","46120",
"Israel","ISR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13070","13550","14310","14880","15870","17710","19110","19670","20120","20370","22690","23560","24020","22640","24430","24310","25270","27110","26650","26670","28260","30170","31140","32720","33300","34940",
"Italy","ITA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18050","18890","19430","19750","20570","21680","22430","23340","24530","25120","26540","28170","27780","28330","28730","29700","32080","33740","34860","34120","34650","35780","35860","35670","35380","35850",
"Jamaica","JAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4320","4610","4870","5690","5780","6030","6200","6190","5960","6050","6200","6310","6420","6790","7060","7300","7790","8080","8240","7790","7890","8210","8490","8570","8730","8860",
"Jordan","JOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4080","3940","4610","4720","4850","5100","5140","5360","5560","5740","6210","6610","6910","7220","7940","8620","9290","10000","10400","10490","10150","10230","10300","10460","10650","10740",
"Japan","JPN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19350","20600","21230","21730","22290","23110","24160","24960","24660","24920","26270","27000","27680","28400","29920","31150","32700","34440","34620","32740","34650","35380","36850","38050","38040","38870",
"Kazakhstan","KAZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7270","6570","6250","6470","6770","6840","7050","7660","9030","10170","11170","12360","13460","14820","16250","16500","17070","17840","19070","20220","22100","23130","24260",
"Kenya","KEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1490","1460","1430","1470","1550","1630","1630","1670","1680","1690","1750","1750","1780","1880","2020","2150","2300","2290","2330","2480","2620","2710","2830","2950","3060",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2250","2100","1830","1580","1280","1210","1300","1410","1420","1450","1550","1690","1700","1840","1980","2030","2180","2420","2570","2640","2560","2610","2850","3100","3250","3300",
"Cambodia","KHM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","810","860","890","970","1050","1140","1200","1310","1460","1670","1880","2110","2250","2230","2350","2520","2700","2890","3090","3290",
"Kiribati","KIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570","1420","1450","1460","1550","1630","1500","1870","2180","2020","2270","2460","2280","2250","2340","2370","2290","2400","2470","2320","2390","2340","2660","3050","3540","4150",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9070","9020","9410","10180","10820","11660","12270","13110","12810","13230","14040","14800","15010","14440","15570","17540","19160","20090","21040","19740","19220","19850","19840","21100","22630","23700",
"Korea, Rep.","KOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8420","9520","10200","11010","12060","13320","14510","15400","14500","16250","17950","19060","20700","21310","22920","24030","25770","27790","28720","28330","30500","31500","32540","32890","33520","34700",
"Kosovo","KSV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6590","7350","7550","7600","7890","8420","8800","9120","9390","9840",
"Kuwait","KWT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68550","69290","72700","73890","67000","69370","67100","65190","74820","83700","91140","97360","99740","94680","84460","77500","80860","84170","82620","80140","79970",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5584.31995722512","5825.2950599422","5947.05999071483","6514.44504351888","6798.92968967012","6832.05970730605","7073.72807420411","7411.20815492479","7468.18922312055","7524.76183834032","7933.44553321268","8085.68066585056","8213.44913926471","8341.21240911785","8968.71206249251","9594.26911848627","10339.2838532215","11158.4748617739","11735.7789524545","11609.8351851753","12405.1461666664","13123.4628839814","13509.4681409313","13777.4062175691","14453.0607094074","14335.099236827",
"Lao PDR","LAO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","1100","1150","1210","1310","1390","1480","1540","1580","1720","1780","1900","2020","2120","2320","2570","2740","3040","3240","3510","3650","3930","4280","4680","5070","5380",
"Lebanon","LBN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6090","7600","7630","8040","8660","9310","9720","9510","9780","9780","9960","9970","9570","8320","10210","10820","11330","12910","14060","15030","15730","15730","15230","14430","14280","14120",
"Liberia","LBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","400","540","470","480","310","330","380","430","490","530","580","590","670","670","710","710","720",
"Libya","LBY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17260","19720","20250","23010","25380","27080","27750","27380","28570","11040","22430","20110","16060","15140",
"St. Lucia","LCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4810","5010","5480","5650","5820","6020","6430","6510","6870","7070","7520","7290","7440","7760","8410","8520","9630","9730","10020","10150","10030","10380","10240","10420","10580","10820",
"Latin America & Caribbean","LCN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5698.66788289701","6010.9327775581","6226.66015823671","6796.94662592572","7112.08941861672","7153.05559002066","7438.47310444025","7828.4334705541","7925.83195433763","7952.94728739204","8350.92164442822","8478.82662053966","8485.42791318796","8691.64831959725","9369.70964332251","10077.3668037947","10919.6571668292","11801.927525656","12372.6940472543","12242.4487142166","13116.9723095698","13943.7680860014","14359.3763578145","14671.0994078542","15313.3152572017","15211.0530524321",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","814.982444574774","853.273564586968","847.95420239935","861.447858179151","867.466412849628","920.401124031595","971.507040420584","1017.73697401497","1045.66445363667","1073.42746202843","1121.35122364829","1173.02272277661","1209.13477149665","1261.1245384231","1338.82510260607","1454.8498557284","1592.89227079992","1742.22983029293","1852.26156934371","1924.55236441859","1999.3526932484","2079.60367730589","2182.5828080124","2286.49487975151","2380.76006648721","2459.19840225782",
"Low income","LIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670.998194337653","688.983645798515","675.362054725647","681.989706531956","684.067931002288","707.48297240694","753.55819387592","771.554238122225","782.0635956154","799.932160643502","818.289596337776","849.361605480376","860.163326322913","882.32489226305","931.547450691169","994.354210248964","1055.43954182863","1128.94681114072","1178.53233668196","1233.94183252666","1293.59997406065","1357.71224210907","1426.56341746451","1495.4889480039","1562.38994649747","1611.28453610881",
"Liechtenstein","LIE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2350","2510","2660","2880","3060","3250","3390","3660","3860","4040","4340","4340","4560","4920","5290","5740","6310","6890","7290","7640","8300","9120","9980","10350","10940","11480",
"Lower middle income","LMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1749.63356789396","1768.7180256236","1825.18535601114","1899.63669402433","1978.30115748808","2087.00819212185","2211.83643907871","2297.95545978493","2298.7809930231","2399.44936608395","2508.11775674072","2630.03368361215","2723.09726736722","2949.85611202149","3212.78277169415","3488.31916378705","3827.06178520531","4149.10315433007","4366.26934316689","4556.57136068545","4882.63781401824","5145.3794440286","5431.05377956077","5742.84920912757","6080.32316080192","6400.01850368267",
"Low & middle income","LMY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2347.42258302042","2401.18819438426","2455.47517692297","2596.12537398312","2689.45174856586","2808.62785593742","2965.90700386433","3111.27062671528","3182.89676807345","3310.13202805878","3537.12135303081","3711.01973532156","3893.32143901897","4169.86631939696","4577.58865066399","5020.08946443771","5606.40566887836","6199.93473428743","6683.89787985037","6881.72487542638","7407.92255886386","7946.16994135608","8413.87374613152","8782.75960591629","9303.61523432009","9655.53881002219",
"Lesotho","LSO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","1430","1460","1440","1500","1490","1570","1620","1590","1640","1700","2080","2120","2220","2230","2200","2250","2320","2440","2490","2590","2840","2910","3290","3160","",
"Late-demographic dividend","LTE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2780.05495551957","2895.82679623021","2955.99205323374","3140.32135094378","3314.75010204728","3523.46249330567","3742.55737014232","3957.67370961341","4038.32874151951","4238.04329729484","4618.73479637369","4938.30858732195","5289.54403940952","5755.32719391068","6359.6158613537","7044.52070489202","8037.30197361022","9070.4473016427","9985.73196914777","10339.7772898256","11259.5272067027","12343.9629986113","13241.1541329496","13912.1138823345","14859.9386298442","15484.6559950913",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6170","6570","7180","7830","7850","8570","9540","10610","11960","12950","14450","16360","18520","20060","18620","19710","21710","23690","25860","27280","26660",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27920","31150","31840","32880","33140","34890","36220","38000","38470","42670","45250","46090","47760","47300","53730","56150","53470","62480","63550","54170","62930","63400","63150","62890","69540","70750",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7620","8160","9050","10250","11320","12330","13980","16140","18290","19410","18080","17590","19450","21000","22490","23510","24220",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24260","25360","28440","29840","31190","31910","31480","31480","29910","28770","30010","34410","37480","41400","51150","55260","60450","76680","70580","71300","86160","101400","108850","119440","120890","",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450","2660","2620","2610","2910","2760","3130","3090","3330","3380","3470","3780","3920","4210","4500","4780","5230","5510","5900","6050","6280","6630","6840","7220","7350","7680",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4160","3600","2610","2650","1850","1860","1890","1950","1830","1800","1880","2140","2350","2690","3000","3310","3580","3710","4100","3740","4170","4520","4700","5210","5530","5350",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030","940","970","990","970","970","990","1030","1050","1090","1130","1190","1020","1110","1160","1220","1290","1370","1460","1370","1350","1350","1360","1370","1400","1400",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5410","5730","6560","7540","6910","8290","7760","8830","8560","8920","9710","10140","10310","11050","11310",
"Middle East & North Africa","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7430.46112595531","7560.5521018593","7959.95962762507","8156.07677049649","8241.79088142148","8489.16034473889","8841.3620713792","9177.13074048022","9623.61621044024","9801.0049984808","10309.0547758717","10601.6308924013","10758.8139367344","11178.5708288877","12235.1033376664","13076.5743846197","14133.4501163617","15159.2939824573","15842.4385116596","15855.6922056367","16399.6592230222","16909.290692824","17577.660658055","17896.1959647361","18309.1118146495","18828.0527496778",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5820","6180","6430","8250","8640","7670","8060","8690","9020","9500","10090","10100","10170","10400","11050","11850","12860","13760","14360","14050","14740","15790","16260","16000","17200","17150",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3380","2940","2840","2870","2920","3160","3400","3460","3510","3600","3870","4020","4270","4220","4130","4160","4270","4250","4520","4710","",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2486.5156825879","2544.92468499843","2606.32948967184","2760.00272797316","2863.06356632838","2992.78485295937","3162.36294622095","3321.33176415085","3401.05402373604","3541.04499228907","3790.17844787455","3981.1729396438","4183.61548358651","4488.97731347691","4936.65255497708","5422.52472506205","6068.00002489458","6722.06020575611","7259.35289395507","7481.46038155858","8067.32905623804","8667.92829657074","9191.60110668773","9606.96335247675","10193.0024774118","10594.2601239793",
"Macedonia, FYR","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5250","5140","4820","4630","4710","4790","4910","5020","5230","5450","6130","6240","6310","6600","7170","8070","9120","9220","10660","11220","11520","11430","11630","12510","13260","13570",
